FiscalYear,Chain,Category,Territory,Segment,Buyer,Value Column Name,Value
"2014","Fashions Direct","010-Womens","PA","4456","Wright, Howard","TotalUnits","366"
"2014","Fashions Direct","010-Womens","PA","4456","Wright, Howard","Variance","1330.52"
"2014","Fashions Direct","010-Womens","PA","4456","Wright, Howard","Variance %","1.8832288290328516"
"2014","Fashions Direct","010-Womens","PA","4456","Buchanan, Alma","TotalSales","1206.6100000000001"
"2014","Fashions Direct","010-Womens","PA","4456","Buchanan, Alma","TotalSalesLY","109.89000000000001"
"2014","Fashions Direct","010-Womens","PA","4456","Buchanan, Alma","TotalUnits","238"
"2014","Fashions Direct","010-Womens","PA","4456","Buchanan, Alma","Variance","1096.7199999999998"
"2014","Fashions Direct","010-Womens","PA","4456","Buchanan, Alma","Variance %","9.98016198016198"
"2014","Fashions Direct","010-Womens","PA","4456","Long, Amy","TotalSales","179.82"
"2014","Fashions Direct","010-Womens","PA","4456","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4456","Long, Amy","TotalUnits","18"
"2014","Fashions Direct","010-Womens","PA","4456","Long, Amy","Variance","179.82"
"2014","Fashions Direct","010-Womens","PA","4456","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4456","Barrett, Galvin","TotalSales","149.85000000000002"
"2014","Fashions Direct","010-Womens","PA","4456","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4456","Barrett, Galvin","TotalUnits","15"
"2014","Fashions Direct","010-Womens","PA","4456","Barrett, Galvin","Variance","149.85"
"2014","Fashions Direct","010-Womens","PA","4456","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4456","Carr, Slade","TotalSales","32.97"
"2014","Fashions Direct","010-Womens","PA","4456","Carr, Slade","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4456","Carr, Slade","TotalUnits","7"
"2014","Fashions Direct","010-Womens","PA","4456","Carr, Slade","Variance","32.97"
"2014","Fashions Direct","010-Womens","PA","4456","Carr, Slade","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4456","Hubbard, Quintessa","TotalSales","7.99"
"2014","Fashions Direct","010-Womens","PA","4456","Hubbard, Quintessa","TotalSalesLY","7.99"
"2014","Fashions Direct","010-Womens","PA","4456","Hubbard, Quintessa","TotalUnits","1"
"2014","Fashions Direct","010-Womens","PA","4456","Hubbard, Quintessa","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4456","Hubbard, Quintessa","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4377","Petty, Perry","TotalSales","2266.640000000001"
"2014","Fashions Direct","010-Womens","PA","4377","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Petty, Perry","TotalUnits","256"
"2014","Fashions Direct","010-Womens","PA","4377","Petty, Perry","Variance","2266.64"
"2014","Fashions Direct","010-Womens","PA","4377","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4377","Long, Amy","TotalSales","1354.29"
"2014","Fashions Direct","010-Womens","PA","4377","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Long, Amy","TotalUnits","136"
"2014","Fashions Direct","010-Womens","PA","4377","Long, Amy","Variance","1354.29"
"2014","Fashions Direct","010-Womens","PA","4377","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4377","Barrett, Galvin","TotalSales","932.25"
"2014","Fashions Direct","010-Womens","PA","4377","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Barrett, Galvin","TotalUnits","94"
"2014","Fashions Direct","010-Womens","PA","4377","Barrett, Galvin","Variance","932.25"
"2014","Fashions Direct","010-Womens","PA","4377","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4377","Wright, Howard","TotalSales","469.51"
"2014","Fashions Direct","010-Womens","PA","4377","Wright, Howard","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Wright, Howard","TotalUnits","57"
"2014","Fashions Direct","010-Womens","PA","4377","Wright, Howard","Variance","469.51"
"2014","Fashions Direct","010-Womens","PA","4377","Wright, Howard","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4377","Buchanan, Alma","TotalSales","410.68"
"2014","Fashions Direct","010-Womens","PA","4377","Buchanan, Alma","TotalSalesLY","271.72"
"2014","Fashions Direct","010-Womens","PA","4377","Buchanan, Alma","TotalUnits","58"
"2014","Fashions Direct","010-Womens","PA","4377","Buchanan, Alma","Variance","138.95999999999998"
"2014","Fashions Direct","010-Womens","PA","4377","Buchanan, Alma","Variance %","0.5114088031797438"
"2014","Fashions Direct","010-Womens","PA","4377","Gentry, Elizabeth","TotalSales","359.73"
"2014","Fashions Direct","010-Womens","PA","4377","Gentry, Elizabeth","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Gentry, Elizabeth","TotalUnits","30"
"2014","Fashions Direct","010-Womens","PA","4377","Gentry, Elizabeth","Variance","359.73"
"2014","Fashions Direct","010-Womens","PA","4377","Gentry, Elizabeth","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4377","Carr, Slade","TotalSales","242.81"
"2014","Fashions Direct","010-Womens","PA","4377","Carr, Slade","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4377","Carr, Slade","TotalUnits","26"
"2014","Fashions Direct","010-Womens","PA","4377","Carr, Slade","Variance","242.81"
"2014","Fashions Direct","010-Womens","PA","4377","Carr, Slade","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4077","Petty, Perry","TotalSales","3550.7000000000003"
"2014","Fashions Direct","010-Womens","PA","4077","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4077","Petty, Perry","TotalUnits","343"
"2014","Fashions Direct","010-Womens","PA","4077","Petty, Perry","Variance","3550.7"
"2014","Fashions Direct","010-Womens","PA","4077","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4077","Barrett, Galvin","TotalSales","1671.08"
"2014","Fashions Direct","010-Womens","PA","4077","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4077","Barrett, Galvin","TotalUnits","192"
"2014","Fashions Direct","010-Womens","PA","4077","Barrett, Galvin","Variance","1671.08"
"2014","Fashions Direct","010-Womens","PA","4077","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4077","Buchanan, Alma","TotalSales","596.54"
"2014","Fashions Direct","010-Womens","PA","4077","Buchanan, Alma","TotalSalesLY","15.98"
"2014","Fashions Direct","010-Womens","PA","4077","Buchanan, Alma","TotalUnits","47"
"2014","Fashions Direct","010-Womens","PA","4077","Buchanan, Alma","Variance","580.56"
"2014","Fashions Direct","010-Womens","PA","4077","Buchanan, Alma","Variance %","36.330413016270334"
"2014","Fashions Direct","010-Womens","PA","4327","Buchanan, Alma","TotalSales","5735.180000000002"
"2014","Fashions Direct","010-Womens","PA","4327","Buchanan, Alma","TotalSalesLY","5735.180000000002"
"2014","Fashions Direct","010-Womens","PA","4327","Buchanan, Alma","TotalUnits","858"
"2014","Fashions Direct","010-Womens","PA","4327","Buchanan, Alma","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4327","Buchanan, Alma","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4213","Buchanan, Alma","TotalSales","4461.090000000001"
"2014","Fashions Direct","010-Womens","PA","4213","Buchanan, Alma","TotalSalesLY","4381.600000000001"
"2014","Fashions Direct","010-Womens","PA","4213","Buchanan, Alma","TotalUnits","556"
"2014","Fashions Direct","010-Womens","PA","4213","Buchanan, Alma","Variance","79.48999999999978"
"2014","Fashions Direct","010-Womens","PA","4213","Buchanan, Alma","Variance %","0.01814177469417564"
"2014","Fashions Direct","010-Womens","PA","4213","Carr, Slade","TotalSales","778.6"
"2014","Fashions Direct","010-Womens","PA","4213","Carr, Slade","TotalSalesLY","777.6"
"2014","Fashions Direct","010-Womens","PA","4213","Carr, Slade","TotalUnits","110"
"2014","Fashions Direct","010-Womens","PA","4213","Carr, Slade","Variance","1"
"2014","Fashions Direct","010-Womens","PA","4213","Carr, Slade","Variance %","0.001286008230452675"
"2014","Fashions Direct","010-Womens","PA","4213","Clemons, Uma","TotalSales","2"
"2014","Fashions Direct","010-Womens","PA","4213","Clemons, Uma","TotalSalesLY","2"
"2014","Fashions Direct","010-Womens","PA","4213","Clemons, Uma","TotalUnits","2"
"2014","Fashions Direct","010-Womens","PA","4213","Clemons, Uma","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4213","Clemons, Uma","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4037","Petty, Perry","TotalSales","2735.7599999999998"
"2014","Fashions Direct","010-Womens","PA","4037","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4037","Petty, Perry","TotalUnits","330"
"2014","Fashions Direct","010-Womens","PA","4037","Petty, Perry","Variance","2735.76"
"2014","Fashions Direct","010-Womens","PA","4037","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4037","Carr, Slade","TotalSales","1372.67"
"2014","Fashions Direct","010-Womens","PA","4037","Carr, Slade","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4037","Carr, Slade","TotalUnits","184"
"2014","Fashions Direct","010-Womens","PA","4037","Carr, Slade","Variance","1372.67"
"2014","Fashions Direct","010-Womens","PA","4037","Carr, Slade","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4037","Long, Amy","TotalSales","514.54"
"2014","Fashions Direct","010-Womens","PA","4037","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4037","Long, Amy","TotalUnits","86"
"2014","Fashions Direct","010-Womens","PA","4037","Long, Amy","Variance","514.54"
"2014","Fashions Direct","010-Womens","PA","4037","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4037","Barrett, Galvin","TotalSales","489.51000000000005"
"2014","Fashions Direct","010-Womens","PA","4037","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4037","Barrett, Galvin","TotalUnits","49"
"2014","Fashions Direct","010-Womens","PA","4037","Barrett, Galvin","Variance","489.51"
"2014","Fashions Direct","010-Womens","PA","4037","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4037","Buchanan, Alma","TotalSales","3"
"2014","Fashions Direct","010-Womens","PA","4037","Buchanan, Alma","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4037","Buchanan, Alma","TotalUnits","1"
"2014","Fashions Direct","010-Womens","PA","4037","Buchanan, Alma","Variance","3"
"2014","Fashions Direct","010-Womens","PA","4037","Buchanan, Alma","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4551","Mccray, Nayda","TotalSales","1630.83"
"2014","Fashions Direct","010-Womens","PA","4551","Mccray, Nayda","TotalSalesLY","800.5"
"2014","Fashions Direct","010-Womens","PA","4551","Mccray, Nayda","TotalUnits","685"
"2014","Fashions Direct","010-Womens","PA","4551","Mccray, Nayda","Variance","830.3299999999999"
"2014","Fashions Direct","010-Womens","PA","4551","Mccray, Nayda","Variance %","1.037264209868832"
"2014","Fashions Direct","010-Womens","PA","4551","Buchanan, Alma","TotalSales","1164.04"
"2014","Fashions Direct","010-Womens","PA","4551","Buchanan, Alma","TotalSalesLY","1145.04"
"2014","Fashions Direct","010-Womens","PA","4551","Buchanan, Alma","TotalUnits","385"
"2014","Fashions Direct","010-Womens","PA","4551","Buchanan, Alma","Variance","19"
"2014","Fashions Direct","010-Womens","PA","4551","Buchanan, Alma","Variance %","0.01659330678404248"
"2014","Fashions Direct","010-Womens","PA","4551","Hubbard, Quintessa","TotalSales","1019.5199999999999"
"2014","Fashions Direct","010-Womens","PA","4551","Hubbard, Quintessa","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4551","Hubbard, Quintessa","TotalUnits","356"
"2014","Fashions Direct","010-Womens","PA","4551","Hubbard, Quintessa","Variance","1019.52"
"2014","Fashions Direct","010-Womens","PA","4551","Hubbard, Quintessa","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4551","Petty, Perry","TotalSales","434.76000000000005"
"2014","Fashions Direct","010-Womens","PA","4551","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4551","Petty, Perry","TotalUnits","132"
"2014","Fashions Direct","010-Womens","PA","4551","Petty, Perry","Variance","434.76"
"2014","Fashions Direct","010-Womens","PA","4551","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4551","Ray, Violet","TotalSales","346.32"
"2014","Fashions Direct","010-Womens","PA","4551","Ray, Violet","TotalSalesLY","346.32"
"2014","Fashions Direct","010-Womens","PA","4551","Ray, Violet","TotalUnits","124"
"2014","Fashions Direct","010-Womens","PA","4551","Ray, Violet","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4551","Ray, Violet","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4551","Mendez, Jerry","TotalSales","181.83999999999997"
"2014","Fashions Direct","010-Womens","PA","4551","Mendez, Jerry","TotalSalesLY","172.83999999999997"
"2014","Fashions Direct","010-Womens","PA","4551","Mendez, Jerry","TotalUnits","61"
"2014","Fashions Direct","010-Womens","PA","4551","Mendez, Jerry","Variance","9"
"2014","Fashions Direct","010-Womens","PA","4551","Mendez, Jerry","Variance %","0.05207127979634344"
"2014","Fashions Direct","010-Womens","PA","4551","Clemons, Uma","TotalSales","58"
"2014","Fashions Direct","010-Womens","PA","4551","Clemons, Uma","TotalSalesLY","58"
"2014","Fashions Direct","010-Womens","PA","4551","Clemons, Uma","TotalUnits","46"
"2014","Fashions Direct","010-Womens","PA","4551","Clemons, Uma","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4551","Clemons, Uma","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4551","Rodriguez, Calista","TotalSales","49.89"
"2014","Fashions Direct","010-Womens","PA","4551","Rodriguez, Calista","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4551","Rodriguez, Calista","TotalUnits","13"
"2014","Fashions Direct","010-Womens","PA","4551","Rodriguez, Calista","Variance","49.89"
"2014","Fashions Direct","010-Womens","PA","4551","Rodriguez, Calista","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4551","Ward, Kermit","TotalSales","19.9"
"2014","Fashions Direct","010-Womens","PA","4551","Ward, Kermit","TotalSalesLY","19.9"
"2014","Fashions Direct","010-Womens","PA","4551","Ward, Kermit","TotalUnits","10"
"2014","Fashions Direct","010-Womens","PA","4551","Ward, Kermit","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4551","Ward, Kermit","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4551","Pierce, Amery","TotalSales","7.98"
"2014","Fashions Direct","010-Womens","PA","4551","Pierce, Amery","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4551","Pierce, Amery","TotalUnits","2"
"2014","Fashions Direct","010-Womens","PA","4551","Pierce, Amery","Variance","7.98"
"2014","Fashions Direct","010-Womens","PA","4551","Pierce, Amery","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4551","Bright, Evangeline","TotalSales","6"
"2014","Fashions Direct","010-Womens","PA","4551","Bright, Evangeline","TotalSalesLY","6"
"2014","Fashions Direct","010-Womens","PA","4551","Bright, Evangeline","TotalUnits","6"
"2014","Fashions Direct","010-Womens","PA","4551","Bright, Evangeline","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4551","Bright, Evangeline","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4457","Long, Amy","TotalSales","1417.6"
"2014","Fashions Direct","010-Womens","PA","4457","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4457","Long, Amy","TotalUnits","143"
"2014","Fashions Direct","010-Womens","PA","4457","Long, Amy","Variance","1417.6"
"2014","Fashions Direct","010-Womens","PA","4457","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4457","Buchanan, Alma","TotalSales","1272.48"
"2014","Fashions Direct","010-Womens","PA","4457","Buchanan, Alma","TotalSalesLY","49.95"
"2014","Fashions Direct","010-Womens","PA","4457","Buchanan, Alma","TotalUnits","133"
"2014","Fashions Direct","010-Womens","PA","4457","Buchanan, Alma","Variance","1222.53"
"2014","Fashions Direct","010-Womens","PA","4457","Buchanan, Alma","Variance %","24.475075075075072"
"2014","Fashions Direct","010-Womens","PA","4457","Carr, Slade","TotalSales","543.12"
"2014","Fashions Direct","010-Womens","PA","4457","Carr, Slade","TotalSalesLY","17.97"
"2014","Fashions Direct","010-Womens","PA","4457","Carr, Slade","TotalUnits","105"
"2014","Fashions Direct","010-Womens","PA","4457","Carr, Slade","Variance","525.15"
"2014","Fashions Direct","010-Womens","PA","4457","Carr, Slade","Variance %","29.223706176961603"
"2014","Fashions Direct","010-Womens","PA","4457","Wright, Howard","TotalSales","464.77"
"2014","Fashions Direct","010-Womens","PA","4457","Wright, Howard","TotalSalesLY","209.86"
"2014","Fashions Direct","010-Womens","PA","4457","Wright, Howard","TotalUnits","79"
"2014","Fashions Direct","010-Womens","PA","4457","Wright, Howard","Variance","254.90999999999997"
"2014","Fashions Direct","010-Womens","PA","4457","Wright, Howard","Variance %","1.2146669208043457"
"2014","Fashions Direct","010-Womens","PA","4457","Barrett, Galvin","TotalSales","449.7"
"2014","Fashions Direct","010-Womens","PA","4457","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4457","Barrett, Galvin","TotalUnits","30"
"2014","Fashions Direct","010-Womens","PA","4457","Barrett, Galvin","Variance","449.7"
"2014","Fashions Direct","010-Womens","PA","4457","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4457","Petty, Perry","TotalSales","367.74"
"2014","Fashions Direct","010-Womens","PA","4457","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4457","Petty, Perry","TotalUnits","55"
"2014","Fashions Direct","010-Womens","PA","4457","Petty, Perry","Variance","367.74"
"2014","Fashions Direct","010-Womens","PA","4457","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4457","Pierce, Amery","TotalSales","123.8"
"2014","Fashions Direct","010-Womens","PA","4457","Pierce, Amery","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4457","Pierce, Amery","TotalUnits","21"
"2014","Fashions Direct","010-Womens","PA","4457","Pierce, Amery","Variance","123.8"
"2014","Fashions Direct","010-Womens","PA","4457","Pierce, Amery","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4457","Hubbard, Quintessa","TotalSales","14"
"2014","Fashions Direct","010-Womens","PA","4457","Hubbard, Quintessa","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4457","Hubbard, Quintessa","TotalUnits","4"
"2014","Fashions Direct","010-Womens","PA","4457","Hubbard, Quintessa","Variance","14"
"2014","Fashions Direct","010-Womens","PA","4457","Hubbard, Quintessa","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4312","Buchanan, Alma","TotalSales","4309.860000000002"
"2014","Fashions Direct","010-Womens","PA","4312","Buchanan, Alma","TotalSalesLY","4219.370000000003"
"2014","Fashions Direct","010-Womens","PA","4312","Buchanan, Alma","TotalUnits","720"
"2014","Fashions Direct","010-Womens","PA","4312","Buchanan, Alma","Variance","90.48999999999978"
"2014","Fashions Direct","010-Womens","PA","4312","Buchanan, Alma","Variance %","0.021446329665329184"
"2014","Fashions Direct","010-Womens","PA","4312","Clemons, Uma","TotalSales","110.39"
"2014","Fashions Direct","010-Womens","PA","4312","Clemons, Uma","TotalSalesLY","110.39"
"2014","Fashions Direct","010-Womens","PA","4312","Clemons, Uma","TotalUnits","19"
"2014","Fashions Direct","010-Womens","PA","4312","Clemons, Uma","Variance","0"
"2014","Fashions Direct","010-Womens","PA","4312","Clemons, Uma","Variance %","0"
"2014","Fashions Direct","010-Womens","PA","4312","Hubbard, Quintessa","TotalSales","-14.969999999999999"
"2014","Fashions Direct","010-Womens","PA","4312","Hubbard, Quintessa","TotalSalesLY","-23.97"
"2014","Fashions Direct","010-Womens","PA","4312","Hubbard, Quintessa","TotalUnits","4"
"2014","Fashions Direct","010-Womens","PA","4312","Hubbard, Quintessa","Variance","8.999999999999998"
"2014","Fashions Direct","010-Womens","PA","4312","Hubbard, Quintessa","Variance %","-0.37546933667083854"
"2014","Fashions Direct","010-Womens","PA","4878","Petty, Perry","TotalSales","2969.2600000000007"
"2014","Fashions Direct","010-Womens","PA","4878","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Petty, Perry","TotalUnits","209"
"2014","Fashions Direct","010-Womens","PA","4878","Petty, Perry","Variance","2969.26"
"2014","Fashions Direct","010-Womens","PA","4878","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4878","Carr, Slade","TotalSales","903.35"
"2014","Fashions Direct","010-Womens","PA","4878","Carr, Slade","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Carr, Slade","TotalUnits","74"
"2014","Fashions Direct","010-Womens","PA","4878","Carr, Slade","Variance","903.35"
"2014","Fashions Direct","010-Womens","PA","4878","Carr, Slade","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4878","Barrett, Galvin","TotalSales","209.93"
"2014","Fashions Direct","010-Womens","PA","4878","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Barrett, Galvin","TotalUnits","7"
"2014","Fashions Direct","010-Womens","PA","4878","Barrett, Galvin","Variance","209.93"
"2014","Fashions Direct","010-Womens","PA","4878","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4878","Gardner, Pascale","TotalSales","133.39"
"2014","Fashions Direct","010-Womens","PA","4878","Gardner, Pascale","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Gardner, Pascale","TotalUnits","60"
"2014","Fashions Direct","010-Womens","PA","4878","Gardner, Pascale","Variance","133.39"
"2014","Fashions Direct","010-Womens","PA","4878","Gardner, Pascale","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4878","Long, Amy","TotalSales","29.98"
"2014","Fashions Direct","010-Womens","PA","4878","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Long, Amy","TotalUnits","2"
"2014","Fashions Direct","010-Womens","PA","4878","Long, Amy","Variance","29.98"
"2014","Fashions Direct","010-Womens","PA","4878","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4878","Buchanan, Alma","TotalSales","14.99"
"2014","Fashions Direct","010-Womens","PA","4878","Buchanan, Alma","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4878","Buchanan, Alma","TotalUnits","2"
"2014","Fashions Direct","010-Womens","PA","4878","Buchanan, Alma","Variance","14.99"
"2014","Fashions Direct","010-Womens","PA","4878","Buchanan, Alma","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4091","Long, Amy","TotalSales","3357.2499999999995"
"2014","Fashions Direct","010-Womens","PA","4091","Long, Amy","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4091","Long, Amy","TotalUnits","461"
"2014","Fashions Direct","010-Womens","PA","4091","Long, Amy","Variance","3357.25"
"2014","Fashions Direct","010-Womens","PA","4091","Long, Amy","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4091","Barrett, Galvin","TotalSales","667.3299999999999"
"2014","Fashions Direct","010-Womens","PA","4091","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4091","Barrett, Galvin","TotalUnits","67"
"2014","Fashions Direct","010-Womens","PA","4091","Barrett, Galvin","Variance","667.33"
"2014","Fashions Direct","010-Womens","PA","4091","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4091","Pierce, Amery","TotalSales","9.99"
"2014","Fashions Direct","010-Womens","PA","4091","Pierce, Amery","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4091","Pierce, Amery","TotalUnits","1"
"2014","Fashions Direct","010-Womens","PA","4091","Pierce, Amery","Variance","9.99"
"2014","Fashions Direct","010-Womens","PA","4091","Pierce, Amery","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4156","Wright, Howard","TotalSales","2111.99"
"2014","Fashions Direct","010-Womens","PA","4156","Wright, Howard","TotalSalesLY","652.84"
"2014","Fashions Direct","010-Womens","PA","4156","Wright, Howard","TotalUnits","328"
"2014","Fashions Direct","010-Womens","PA","4156","Wright, Howard","Variance","1459.1499999999996"
"2014","Fashions Direct","010-Womens","PA","4156","Wright, Howard","Variance %","2.235080571043441"
"2014","Fashions Direct","010-Womens","PA","4156","Buchanan, Alma","TotalSales","952.64"
"2014","Fashions Direct","010-Womens","PA","4156","Buchanan, Alma","TotalSalesLY","269.73"
"2014","Fashions Direct","010-Womens","PA","4156","Buchanan, Alma","TotalUnits","127"
"2014","Fashions Direct","010-Womens","PA","4156","Buchanan, Alma","Variance","682.91"
"2014","Fashions Direct","010-Womens","PA","4156","Buchanan, Alma","Variance %","2.531828124420717"
"2014","Fashions Direct","010-Womens","PA","4156","Petty, Perry","TotalSales","524.27"
"2014","Fashions Direct","010-Womens","PA","4156","Petty, Perry","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4156","Petty, Perry","TotalUnits","79"
"2014","Fashions Direct","010-Womens","PA","4156","Petty, Perry","Variance","524.27"
"2014","Fashions Direct","010-Womens","PA","4156","Petty, Perry","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4156","Carr, Slade","TotalSales","279.74"
"2014","Fashions Direct","010-Womens","PA","4156","Carr, Slade","TotalSalesLY","-6.99"
"2014","Fashions Direct","010-Womens","PA","4156","Carr, Slade","TotalUnits","31"
"2014","Fashions Direct","010-Womens","PA","4156","Carr, Slade","Variance","286.73"
"2014","Fashions Direct","010-Womens","PA","4156","Carr, Slade","Variance %","-41.02002861230329"
"2014","Fashions Direct","010-Womens","PA","4156","Barrett, Galvin","TotalSales","97.9"
"2014","Fashions Direct","010-Womens","PA","4156","Barrett, Galvin","TotalSalesLY",
"2014","Fashions Direct","010-Womens","PA","4156","Barrett, Galvin","TotalUnits","10"
"2014","Fashions Direct","010-Womens","PA","4156","Barrett, Galvin","Variance","97.9"
"2014","Fashions Direct","010-Womens","PA","4156","Barrett, Galvin","Variance %","NaN"
"2014","Fashions Direct","010-Womens","PA","4007","Mccray, Nayda","TotalSales","2823.0699999999993"
"2014","Fashions Direct","010-Womens","PA","4007","Mccray, Nayda","TotalSalesLY","2822.5699999999993"
"2014","Fashions Direct","010-Womens","PA","4007","Mccray, Nayda","TotalUnits","1410"
"2014","Fashions Direct","010-Womens","PA","4007","Mccray, Nayda","Variance","0.5"
"2014","Fashions Direct","010-Womens","PA","4007","Mccray, Nayda","Variance %","0.00017714352522700942"
"2014","Fashions Direct","010-Womens","PA","4007","Buchanan, Alma","TotalSales","960.5100000000001"
"2014","Fashions Direct","010-Womens","PA","4007","Buchanan, Alma","TotalSalesLY","959.7600000000001"
"2014","Fashions Direct","010-Womens","PA","4007","Buchanan, Alma","TotalUnits","601"
"2014","Fashions Direct","010-Womens","PA","4007","Buchanan, Alma","Variance","0.75"
"2014","Fashions Direct","010-Womens","PA","4007","Buchanan, Alma","Variance %","0.0007814453613403351"
"2014","Fashions Direct","010-Womens","PA","4007","Hubbard, Quintessa","TotalSales","79.84"
"2014","Fashions Direct","010-Womens","PA","4007","Hubbard, Quintessa","TotalSalesLY","79.84"
"2014","Fashions Direct","010-Womens","PA","4007","Hubbard, Quintessa","TotalUnits","16"
